EIN,fips,CENSUS_STATE_NAME,CENSUS_COUNTY_NAME,icma_picked_level,icma_picked_local_gov,UREGN,region,DONATIONS,GOVGRANTS,PROGRAMREVENUE,ln_donations,ln_govgrants,ln_progrev,imgrnt_support,econ_support,enforce,enforce_binary,npoprovider,npoprovider_c,EMPLOYEE,TOTALASSETS,ln_employee,ln_assets,total_pop,pct_foreign_born,median_income,pct_college,pct_poverty,dem_vote_share,ln_pop_z,pct_foreign_born_z,ses_index,dem_share_z
860377821,4013,Arizona,Maricopa County,City,Scottsdale,4,4,787818.0,15020051.0,57820223,13.577023647024507,16.52489666634487,17.87284916863698,2.0,0.0,0.0,0,5.0,1.3853923853923855,848,22541806.0,6.744059186311348,16.930882187589734,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
860833997,4013,Arizona,Maricopa County,City,Scottsdale,4,4,36604.0,0.0,99175,10.507940122080743,0.0,11.504651328517983,2.0,0.0,0.0,0,5.0,1.3853923853923855,0,73587.0,0.0,11.206223658681193,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
743084989,4013,Arizona,Maricopa County,City,Scottsdale,4,4,24489.0,0.0,0,10.106020149946213,0.0,0.0,2.0,0.0,0.0,0,5.0,1.3853923853923855,0,3192.0,0.0,8.068402958569699,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
860369173,4013,Arizona,Maricopa County,City,Scottsdale,4,4,8220.0,62655.0,0,9.014447135152134,11.045414725890184,0.0,2.0,0.0,0.0,0,5.0,1.3853923853923855,0,868019.0,0.0,13.67396888280384,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
844749451,4013,Arizona,Maricopa County,City,Scottsdale,4,4,809939.0,0.0,0,13.604715449830929,0.0,0.0,2.0,0.0,0.0,0,5.0,1.3853923853923855,7,336144.0,2.0794415416798357,12.725294918563408,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
813625797,4013,Arizona,Maricopa County,City,Scottsdale,4,4,668293.0,7500.0,0,13.412483475454968,8.922791623969637,0.0,2.0,0.0,0.0,0,5.0,1.3853923853923855,0,307419.0,0.0,12.635966916894835,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
842633423,4013,Arizona,Maricopa County,City,Scottsdale,4,4,723223.0,0.0,0,13.491474273350176,0.0,0.0,2.0,0.0,0.0,0,5.0,1.3853923853923855,3,163441.0,1.3862943611198906,12.00420734792604,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
454874128,4013,Arizona,Maricopa County,City,Scottsdale,4,4,78006.0,3931182.0,0,11.264553845234758,15.184450956360378,0.0,2.0,0.0,0.0,0,5.0,1.3853923853923855,114,1996435.0,4.74493212836325,14.506873647980717,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
261689914,4013,Arizona,Maricopa County,City,Scottsdale,4,4,1400000.0,51988.0,0,14.151983508870948,10.85878743672461,0.0,2.0,0.0,0.0,0,5.0,1.3853923853923855,102,1292579.0,4.634728988229636,14.072150005353723,4253913,14.88,61606.0,31.98,14.73,45.68,1.0931504180791372,-0.5561637089459448,-0.5974281094131286,-1.2449664525440385
860767354,4019,Arizona,Pima County,Town,Marana,4,4,285104.0,0.0,0,12.560612812453048,0.0,0.0,1.0,0.0,1.0,1,5.0,1.3853923853923855,0,432193.0,0.0,12.976627526718302,1019722,12.97,51037.0,31.88,17.78,54.23,-0.2219736626906986,-0.7317124759284562,-1.0304978418135138,-0.5401174554681755
860760505,4019,Arizona,Pima County,Town,Marana,4,4,183382.0,0.0,408495,12.11933214094221,0.0,12.920237401312589,1.0,0.0,1.0,1,5.0,1.3853923853923855,26,631258.0,3.295836866004329,13.355469932758728,1019722,12.97,51037.0,31.88,17.78,54.23,-0.2219736626906986,-0.7317124759284562,-1.0304978418135138,-0.5401174554681755
263623357,4019,Arizona,Pima County,Town,Marana,4,4,2278590.0,0.0,28561,14.639067827444618,0.0,10.25983244201288,1.0,0.0,1.0,1,5.0,1.3853923853923855,7,7438273.0,2.0794415416798357,15.822149256208496,1019722,12.97,51037.0,31.88,17.78,54.23,-0.2219736626906986,-0.7317124759284562,-1.0304978418135138,-0.5401174554681755
900171046,4019,Arizona,Pima County,Town,Marana,4,4,55347.0,0.0,0,10.921395803789276,0.0,0.0,1.0,0.0,1.0,1,5.0,1.3853923853923855,0,41173.0,0.0,10.6255379807028,1019722,12.97,51037.0,31.88,17.78,54.23,-0.2219736626906986,-0.7317124759284562,-1.0304978418135138,-0.5401174554681755
860834441,4019,Arizona,Pima County,Town,Marana,4,4,166411.0,10000.0,55471,12.02222192015367,9.210440366976515,10.923633667924804,1.0,0.0,1.0,1,5.0,1.3853923853923855,42,451747.0,3.7612001156935624,13.020877567591253,1019722,12.97,51037.0,31.88,17.78,54.23,-0.2219736626906986,-0.7317124759284562,-1.0304978418135138,-0.5401174554681755
710846036,5119,Arkansas,Pulaski County,City,Little Rock,3,3,509290.0,212000.0,535162,13.140774841402989,12.264346270624156,13.190326652371978,5.0,0.0,2.0,1,5.0,1.3853923853923855,32,880757.0,3.49650756146648,13.688537043943686,393463,5.52,50093.0,34.09,17.03,56.67,-1.098806904447497,-1.4164445775094563,-0.911784714429046,-0.338967566244186
262581425,5119,Arkansas,Pulaski County,City,Little Rock,3,3,38567.0,0.0,0,10.560178196085458,0.0,0.0,5.0,0.0,2.0,1,5.0,1.3853923853923855,0,8475.0,0.0,9.044875932248653,393463,5.52,50093.0,34.09,17.03,56.67,-1.098806904447497,-1.4164445775094563,-0.911784714429046,-0.338967566244186
800858272,5119,Arkansas,Pulaski County,City,Little Rock,3,3,96568.0,0.0,0,11.47801305772458,0.0,0.0,5.0,0.0,2.0,1,5.0,1.3853923853923855,5,74839.0,1.791759469228055,11.223094418460168,393463,5.52,50093.0,34.09,17.03,56.67,-1.098806904447497,-1.4164445775094563,-0.911784714429046,-0.338967566244186
300483957,5119,Arkansas,Pulaski County,City,Little Rock,3,3,35390.0,0.0,0,10.474212829509952,0.0,0.0,5.0,0.0,2.0,1,5.0,1.3853923853923855,0,432497.0,0.0,12.97733066891383,393463,5.52,50093.0,34.09,17.03,56.67,-1.098806904447497,-1.4164445775094563,-0.911784714429046,-0.338967566244186
582194485,5119,Arkansas,Pulaski County,City,Little Rock,3,3,67804.0,120567.0,10683,11.124391217522046,11.699969188099512,9.276502574229852,5.0,0.0,2.0,1,5.0,1.3853923853923855,2,141315.0,1.0986122886681098,11.858746720150878,393463,5.52,50093.0,34.09,17.03,56.67,-1.098806904447497,-1.4164445775094563,-0.911784714429046,-0.338967566244186
731732722,5131,Arkansas,Sebastian County,City,Fort Smith,3,3,26822.0,0.0,0,10.197015007403428,0.0,0.0,2.0,0.0,8.0,1,3.0,-0.6146076146076145,0,551872.0,0.0,13.221071414311997,127461,9.03,43240.0,19.69,20.25,27.97,-2.1366570165812644,-1.0938392517981397,-1.787590484579675,-2.7049519190017617
943078632,6001,California,Alameda County,City,Hayward,4,4,96100.0,0.0,0,11.473155000731508,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,667413.0,0.0,13.411164323683275,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
161687486,6001,California,Alameda County,City,Hayward,4,4,440277.0,0.0,0,12.995161624563188,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,5,176611.0,1.791759469228055,12.08170485286792,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
943082546,6001,California,Alameda County,City,Hayward,4,4,365974.0,1250.0,13247,12.810320304039612,7.1316985104669115,9.49160187662504,7.0,0.0,9.0,1,5.0,1.3853923853923855,5,196051.0,1.791759469228055,12.186130108447076,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
364618639,6001,California,Alameda County,City,Hayward,4,4,107156.0,0.0,0,11.582050327745948,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,1471034.0,0.0,14.201476112844674,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
943042565,6001,California,Alameda County,City,Hayward,4,4,4132304.0,5132139.0,1123339,15.234345920631128,15.451033284158516,13.931816948360924,7.0,0.0,9.0,1,5.0,1.3853923853923855,110,6903324.0,4.709530201312334,15.74751359269888,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
352432876,6001,California,Alameda County,City,Hayward,4,4,392389.0,675993.0,1505,12.880011522148822,13.423939479246066,7.317212408359839,7.0,0.0,9.0,1,5.0,1.3853923853923855,10,664606.0,2.3978952727983707,13.406949662848636,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
942997876,6001,California,Alameda County,City,Hayward,4,4,6557.0,0.0,62926,8.788440957404594,0.0,11.049730603368106,7.0,0.0,9.0,1,5.0,1.3853923853923855,16,135247.0,2.833213344056216,11.814858015316696,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
474872376,6001,California,Alameda County,City,Hayward,4,4,343632.0,0.0,217016,12.747329506389706,0.0,12.287730970467925,7.0,0.0,9.0,1,5.0,1.3853923853923855,34,400563.0,3.5553480614894135,12.90062633649046,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
942218907,6001,California,Alameda County,City,Hayward,4,4,1710785.0,0.0,0,14.352463471995351,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,15,932678.0,2.772588722239781,13.745815297002435,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
941490893,6001,California,Alameda County,City,Hayward,4,4,8652.0,0.0,369525,9.06566136060674,0.0,12.81997638225346,7.0,0.0,9.0,1,5.0,1.3853923853923855,28,1101345.0,3.367295829986474,13.912042718119126,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
920185626,6001,California,Alameda County,City,Hayward,4,4,293613.0,33285.0,0,12.590021258509362,10.412892167146673,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,2,1518113.0,1.0986122886681098,14.23297867421989,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
815463195,6001,California,Alameda County,City,Hayward,4,4,212794.0,0.0,0,12.268084539932984,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,40718.0,0.0,10.614425534104624,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
843186345,6001,California,Alameda County,City,Hayward,4,4,214317.0,0.0,0,12.27521617233471,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,335590.0,0.0,12.723645455753406,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
473948973,6001,California,Alameda County,City,Hayward,4,4,1142571.0,1235723.0,4850,13.948792419458494,14.027167591093525,8.486940148245216,7.0,0.0,9.0,1,5.0,1.3853923853923855,21,1614619.0,3.091042453358316,14.294609573494276,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
820696739,6001,California,Alameda County,City,Hayward,4,4,1056175.0,0.0,392589,13.870165396027664,0.0,12.880521089282576,7.0,0.0,9.0,1,5.0,1.3853923853923855,12,976337.0,2.5649493574615367,13.791563092682678,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
943088087,6001,California,Alameda County,City,Hayward,4,4,290660.0,10300.0,0,12.579912918620124,9.239996256883693,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,2,760601.0,1.0986122886681098,13.541864189226944,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
942583284,6001,California,Alameda County,City,Hayward,4,4,106951.0,0.0,4229478,11.580135414662958,0.0,15.257589375587978,7.0,0.0,9.0,1,5.0,1.3853923853923855,50,5056265.0,3.9318256327243257,15.436138626410004,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
814166805,6001,California,Alameda County,City,Hayward,4,4,450268.0,0.0,0,13.017600460926316,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,3,698469.0,1.3862943611198906,13.45664607587826,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
941725018,6001,California,Alameda County,City,Hayward,4,4,1121018.0,501946.0,6233625,13.929748651063203,13.126249815410906,15.64546874392616,7.0,0.0,9.0,1,5.0,1.3853923853923855,139,11162572.0,4.941642422609304,16.228076954314062,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
311603765,6001,California,Alameda County,City,Hayward,4,4,301095.0,67797.0,136558,12.615184429758536,11.124287974968324,11.824512034652992,7.0,0.0,9.0,1,5.0,1.3853923853923855,9,794290.0,2.302585092994046,13.585203912840347,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
271757403,6001,California,Alameda County,City,Hayward,4,4,64739.0,0.0,136924,11.078134527480236,0.0,11.82718860965192,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,95548.0,0.0,11.46738401799985,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
465212292,6001,California,Alameda County,City,Hayward,4,4,881897.0,0.0,0,13.68983168204288,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,3,749577.0,1.3862943611198906,13.527264326404666,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
942410277,6001,California,Alameda County,City,Hayward,4,4,1043129.0,0.0,105770,13.857736366676145,0.0,11.5690316587541,7.0,0.0,9.0,1,5.0,1.3853923853923855,7,929257.0,2.0794415416798357,13.742140621087811,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
823039743,6001,California,Alameda County,City,Hayward,4,4,444985.0,0.0,0,13.005798099979325,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,32712.0,0.0,10.395497262044476,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
841833586,6001,California,Alameda County,City,Hayward,4,4,2770640.0,0.0,0,14.834589259335072,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,15,1567514.0,2.772588722239781,14.265001482868785,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
800875881,6001,California,Alameda County,City,Hayward,4,4,3751459.0,0.0,0,15.13765565550937,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,18,3762916.0,2.9444389791664403,15.140704746711489,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
811393321,6001,California,Alameda County,City,Hayward,4,4,201226.0,18150.0,1219,12.212188903035416,9.806480934593978,7.106606137727303,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,177855.0,0.0,12.08872389056028,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
824322450,6001,California,Alameda County,City,Hayward,4,4,85101.0,199042.0,0,11.351605816047936,12.201276160766632,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,0,100549.0,0.0,11.518400449850498,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
237404756,6001,California,Alameda County,City,Hayward,4,4,23628739.0,2141691.0,980160,16.977974325693175,14.577106728801263,13.79547212286762,7.0,0.0,9.0,1,5.0,1.3853923853923855,233,21531562.0,5.455321115357702,16.885030416639257,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
463468086,6001,California,Alameda County,City,Hayward,4,4,1144598.0,0.0,187500,13.9505649152891,0.0,12.141539457711714,7.0,0.0,9.0,1,5.0,1.3853923853923855,6,1539342.0,1.9459101490553132,14.246865610355538,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
942977665,6001,California,Alameda County,City,Hayward,4,4,223650.0,68344.0,0,12.317842080123077,11.132323686586751,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,14,996380.0,2.70805020110221,13.811883989908576,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
823045350,6001,California,Alameda County,City,Hayward,4,4,245175.0,60017.0,0,12.409731598971485,11.002399796213236,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,6,106902.0,1.9459101490553132,11.579667805912026,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
942489691,6001,California,Alameda County,City,Hayward,4,4,131000.0,182495.0,61181,11.78296023574194,12.114483533956266,11.02160830759228,7.0,0.0,9.0,1,5.0,1.3853923853923855,5,94432.0,1.791759469228055,11.455635277742664,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
824575862,6001,California,Alameda County,City,Hayward,4,4,25800.0,0.0,0,10.158168529848494,0.0,0.0,7.0,0.0,9.0,1,5.0,1.3853923853923855,3,8688.0,1.3862943611198906,9.069698042173716,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
942235908,6001,California,Alameda County,City,Hayward,4,4,3610201.0,15443022.0,38606602,15.099274284422274,16.552667873551954,17.46893388198176,7.0,0.0,9.0,1,5.0,1.3853923853923855,579,93543477.0,6.363028103540465,18.353936880834812,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
760822958,6001,California,Alameda County,City,Hayward,4,4,459598.0,0.0,661129,13.038109649149323,0.0,13.401705771206007,7.0,0.0,9.0,1,5.0,1.3853923853923855,10,291209.0,2.3978952727983707,12.581796501420476,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
731649335,6001,California,Alameda County,City,Hayward,4,4,302678.0,85580.0,226432,12.620428116983785,11.357218574875665,12.330204374406565,7.0,0.0,9.0,1,5.0,1.3853923853923855,15,431286.0,2.772588722239781,12.97452672210446,1643700,32.38,92574.0,45.98,10.57,79.31,0.2176132606204182,1.0522674021503642,0.7712674203172493,1.527439602621023
